Name,Date,Violation,Address,CountyName,CountyValue
FELIPE'S MEXICAN TAQUERIA,"March 14, 2019",Call Back - Admin. complaint recommended,"FELIPE'S MEXICAN TAQUERIA 320 Old San Carlos Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
DAVINCI'S ITALIAN AND  PIZZA RESTAURANT,"March 14, 2019",Warning Issued,"DAVINCI'S ITALIAN AND PIZZA RESTAURANT 13750 Fiddlesticks Blvd #302, Fort Myers (Lee county), FL, 33912",Lee,lee
BACKWATER JACK'S,"March 14, 2019",Warning Issued,"BACKWATER JACK'S 27598 Marina Point Dr, Bonita Springs (Lee county), FL, 34134",Lee,lee
SCHNITZEL HOUSE,"March 14, 2019",Warning Issued,"SCHNITZEL HOUSE 17274 San Carlos Blvd #208, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
SAMMY SHACK,"March 14, 2019",Warning Issued,"SAMMY SHACK 4836 Bonita Beach Rd Suite 4, Bonita Springs (Lee county), FL, 34134",Lee,lee
CIRELLAS RESTAURANT OF NEW YORK,"March 13, 2019",Warning Issued,"CIRELLAS RESTAURANT OF NEW YORK 25265 Chamber Of Commerce Dr #K, Bonita Springs (Lee county), FL, 34135",Lee,lee
LAPA'S COSTA RICAN BISTRO INC,"March 13, 2019",Warning Issued,"LAPA'S COSTA RICAN BISTRO INC 26251 S Tamiami Trail Ste 9-10, Bonita Springs (Lee county), FL, 34134",Lee,lee
LA MOTTA'S ITAL REST & PIZZERI,"March 13, 2019",Warning Issued,"LA MOTTA'S ITAL REST & PIZZERI 15660 San Carlos Blvd #24, Fort Myers (Lee county), FL, 339082567",Lee,lee
CHEN'S CHINA BISTRO,"March 13, 2019",Warning Issued,"CHEN'S CHINA BISTRO 1242 Sw Pine Island Rd #55-56, Cape Coral (Lee county), FL, 33991",Lee,lee
9 THAI-SUSHI,"March 13, 2019",Warning Issued,"9 THAI-SUSHI 26251 S Tamiami Trail S Unit# 5, Bonita Springs (Lee county), FL, 34134",Lee,lee
FRESH CATCH BISTRO,"March 13, 2019",Warning Issued,"FRESH CATCH BISTRO 3040 Estero Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
GINGER BISTRO,"March 13, 2019",Warning Issued,"GINGER BISTRO 4650 South Cleveland Avenue #8, Fort Myers (Lee county), FL, 33907",Lee,lee
LUNA ROSSA,"March 13, 2019",Warning Issued,"LUNA ROSSA 10801 Corkscrew Rd, Estero (Lee county), FL, 33928",Lee,lee
CHEN'S BUFFET FL INC,"March 13, 2019",Warning Issued,"CHEN'S BUFFET FL INC 26051 S Tamiami Trl, Bonita Springs (Lee county), FL, 34134",Lee,lee
THE SHAVED ICE BAR,"March 12, 2019",Warning Issued,"SHAVED ICE BAR 19810 Village Center Drive #130, Fort Myers (Lee county), FL, 33913",Lee,lee
DESTINATIONS,"March 12, 2019",Call Back - Admin. complaint recommended,"DESTINATIONS 10561 Veneto Dr, Fort Myers (Lee county), FL, 33913",Lee,lee
HEADPINZ FT MYERS,"March 12, 2019",Call Back - Admin. complaint recommended,"HEADPINZ FT MYERS 14513 Global Parkway, Fort Myers (Lee county), FL, 33913",Lee,lee
BUBBA'S ROADHOUSE & SALOON,"March 12, 2019",Warning Issued,"BUBBA'S ROADHOUSE & SALOON 2121 Nw Pine Island Rd, Cape Coral (Lee county), FL, 339911826",Lee,lee
PELICAN PRESERVE TOWN CENTER,"March 12, 2019",Call Back - Admin. complaint recommended,"PELICAN PRESERVE TOWN CENTER 10561 Veneto Drive, Ft. Myers (Lee county), FL, 33913",Lee,lee
WESTMINSTER GOLF CLUB,"March 12, 2019",Call Back - Admin. complaint recommended,"WESTMINSTER GOLF CLUB 2199 Berkley Way, Lehigh Acres (Lee county), FL, 33973",Lee,lee
AMORE ITALIAN MARKET & BAKERY,"March 12, 2019",Warning Issued,"AMORE ITALIAN MARKET & BAKERY 4703 Sw 16th Pl, #1, Cape Coral (Lee county), FL, 33914",Lee,lee
LIGHTHOUSE CAFE,"March 12, 2019",Warning Issued,"LIGHTHOUSE CAFE 362 Periwinkle Way, Sanibel (Lee county), FL, 339577436",Lee,lee
BEACHES BOARDWALK CAFE,"March 12, 2019",Call Back - Admin. complaint recommended,"BEACHES BOARDWALK CAFE 11000 Terminal Access Rd Swfia, Fort Myers (Lee county), FL, 33913",Lee,lee
FUSION 212,"March 12, 2019",Call Back - Admin. complaint recommended,"FUSION 212 10801 Corkscrew Road Ste 81, Estero (Lee county), FL, 33928",Lee,lee
DOLCE RITA'S,"March 11, 2019",Call Back - Admin. complaint recommended,"DOLCE RITA'S 12870 Trade Way Four #113-114, Bonita Springs (Lee county), FL, 34135",Lee,lee
VIKINGOS,"March 11, 2019",Warning Issued,"VIKINGOS 26880 Old Us 41 Nelson Plaza, Bonita Springs (Lee county), FL, 34135",Lee,lee
TACO BELL #24559,"March 11, 2019",Call Back - Admin. complaint recommended,"TACO BELL #24559 11290 Summerlin Square Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
SHULA'S BAR & GRILL,"March 11, 2019",Warning Issued,"SHULA'S BAR & GRILL 11000 Terminal Access Rd Swfia, Fort Myers (Lee county), FL, 33913",Lee,lee
POLLO TROPICAL INC,"March 11, 2019",Warning Issued,"POLLO TROPICAL INC 1652 Ne Pine Island Rd, Cape Coral (Lee county), FL, 33909",Lee,lee
AJI LIMON PERUVIAN RESTAURANT,"March 11, 2019",Warning Issued,"AJI LIMON PERUVIAN RESTAURANT 1480 Ne Pine Island Rd #2-A, Cape Coral (Lee county), FL, 33909",Lee,lee
CHINA DRAGON,"March 11, 2019",Warning Issued,"CHINA DRAGON 6810 Shoppes At Plantation Dr #2, Fort Myers (Lee county), FL, 33912",Lee,lee
BEACHES BOARDWALK CAFE,"March 11, 2019",Warning Issued,"BEACHES BOARDWALK CAFE 11000 Terminal Access Rd Swfia, Fort Myers (Lee county), FL, 33913",Lee,lee
TOKYO BAY II,"March 11, 2019",Warning Issued,"TOKYO BAY II 24880 S Tamiami Trl, Suite 2, Bonita Springs (Lee county), FL, 34134",Lee,lee
TRATTORIA MIA,"March 11, 2019",Warning Issued,"TRATTORIA MIA 6631 Orion Dr #107, Fort Myers (Lee county), FL, 33912",Lee,lee
PEI WEI FRESH KITCHEN #0275,"March 11, 2019",Warning Issued,"PEI WEI FRESH KITCHEN #0275 16441 Corporate Commerce Way, Fort Myers (Lee county), FL, 33913",Lee,lee
BOKAMPER'S SPORTS BAR & GRILL,"March 11, 2019",Administrative complaint recommended,"BOKAMPER'S SPORTS BAR & GRILL 8001 Plaza Del Lago Drive Suite 113, Estero (Lee county), FL, 33928",Lee,lee
ROLLS 'N BOWLS,"March 10, 2019",Warning Issued,"ROLLS 'N BOWLS 17051 Jean St #7, Fort Myers (Lee county), FL, 33967",Lee,lee
DESTINATIONS,"March 10, 2019",Administrative complaint recommended,"DESTINATIONS 10561 Veneto Dr, Fort Myers (Lee county), FL, 33913",Lee,lee
PELICAN PRESERVE TOWN CENTER,"March 10, 2019",Warning Issued,"PELICAN PRESERVE TOWN CENTER 10561 Veneto Drive, Ft. Myers (Lee county), FL, 33913",Lee,lee
LOVE BOAT ICE CREAM,"March 10, 2019",Warning Issued,"LOVE BOAT ICE CREAM 16229 San Carlos Blvd, Fort Myers (Lee county), FL, 33908",Lee,lee
ROLLIN' RAW BAR,"March 10, 2019",Warning Issued,"ROLLIN' RAW BAR 14931 A And W Bulb Rd, Fort Myers (Lee county), FL, 33908",Lee,lee
ARBORWOOD PRESERVE TOWN CENTER,"March 10, 2019",Warning Issued,"ARBORWOOD PRESERVE TOWN CENTER 11730 Arborwood Preserve Dr, Fort Myers (Lee county), FL, 33913",Lee,lee
JASON'S DELI,"March 9, 2019",Warning Issued,"JASON'S DELI 16451 Corporate Commerce Way, Fort Myers (Lee county), FL, 33913",Lee,lee
WENDY'S,"March 9, 2019",Warning Issued,"WENDY'S 10879 Terminal Access Rd, Fort Myers (Lee county), FL, 33913",Lee,lee
BONITA NATIONAL CLUBHOUSE,"March 8, 2019",Warning Issued,"BONITA NATIONAL CLUBHOUSE 17501 Bonita National Blvd, Bonita Springs (Lee county), FL, 34135",Lee,lee
DOLCE RITA'S,"March 8, 2019",Warning Issued,"DOLCE RITA'S 12870 Trade Way Four #113-114, Bonita Springs (Lee county), FL, 34135",Lee,lee
STEAK N SHAKE,"March 8, 2019",Warning Issued,"STEAK N SHAKE 10600 Fowler St, Fort Myers (Lee county), FL, 33907-1558",Lee,lee
BUFFET CITY,"March 8, 2019",Warning Issued,"BUFFET CITY 5020 S Cleveland Ave, Fort Myers (Lee county), FL, 33907",Lee,lee
BONITA NATIONAL POOL BAR AND GRILL,"March 8, 2019",Warning Issued,"BONITA NATIONAL POOL BAR AND GRILL 17671 Bonita National Blvd, Bonita Springs (Lee county), FL, 34135",Lee,lee
SANDOLLAR RESTAURANT,"March 8, 2019",Warning Issued,"SANDOLLAR RESTAURANT 1231 Middle Gulf Dr, Sanibel (Lee county), FL, 33957",Lee,lee
HEADPINZ FT MYERS,"March 8, 2019",Warning Issued,"HEADPINZ FT MYERS 14513 Global Parkway, Fort Myers (Lee county), FL, 33913",Lee,lee
WESTMINSTER GOLF CLUB,"March 7, 2019",Call Back - Admin. complaint recommended,"WESTMINSTER GOLF CLUB 2199 Berkley Way, Lehigh Acres (Lee county), FL, 33973",Lee,lee
FORTUNE COOKIE,"March 7, 2019",Administrative complaint recommended,"FORTUNE COOKIE 4017 Palm Beach Blvd, Fort Myers (Lee county), FL, 33916",Lee,lee
MEL'S DINER FORT MYERS,"March 7, 2019",Warning Issued,"MEL'S DINER FORT MYERS 4820 Cleveland Ave, Fort Myers (Lee county), FL, 33907",Lee,lee
RESTAURANT & LECHONERA EL JIBARITO INC,"March 7, 2019",Emergency order recommended,"RESTAURANT & LECHONERA EL JIBARITO INC 522 Joel Blvd Ste A, Lehigh Acres (Lee county), FL, 33972",Lee,lee
WAFFLE HOUSE 2199,"March 7, 2019",Warning Issued,"WAFFLE HOUSE 2199 2121 Del Prado Blvd, Cape Coral (Lee county), FL, 33990",Lee,lee
BEEF O BRADYS,"March 7, 2019",Warning Issued,"BEEF O BRADYS 3015 Sw Pine Island Rd Ste 101, Cape Coral (Lee county), FL, 33991",Lee,lee
BIMINI BAIT SHACK,"March 7, 2019",Warning Issued,"BIMINI BAIT SHACK 17501 Harbour Pointe Dr, Fort Myers (Lee county), FL, 33908",Lee,lee
BUBBLE ROOM RESTAURANT,"March 7, 2019",Warning Issued,"BUBBLE ROOM RESTAURANT 15001 Captiva Dr, Captiva (Lee county), FL, 339249999",Lee,lee
CHELLE'S SPECIAL TOUCH,"March 6, 2019",Warning Issued,"CHELLE'S SPECIAL TOUCH 2855 Work Dr Unit1, Fort Myers (Lee county), FL, 33916",Lee,lee
LE GOUTE,"March 6, 2019",Call Back - Admin. complaint recommended,"LE GOUTE 3533 Fowler St, Fort Myers (Lee county), FL, 33901",Lee,lee
LEHNE BURGER,"March 6, 2019",Warning Issued,"LEHNE BURGER 1232 Cape Coral Pkwy E, Cape Coral (Lee county), FL, 33904",Lee,lee
POINT 57,"March 6, 2019",Warning Issued,"POINT 57 3522 Del Prado Blvd S, Cape Coral (Lee county), FL, 33904",Lee,lee
WEST BAY CLUB BEACH HOUSE,"March 6, 2019",Warning Issued,"WEST BAY CLUB BEACH HOUSE 26194 Hickory Blvd, Bonita Springs (Lee county), FL, 34134",Lee,lee
EATS AND TREATS,"March 6, 2019",Warning Issued,"EATS AND TREATS 9211 Cypress Lake Dr, Fort Myers (Lee county), FL, 33919",Lee,lee
BUDDHA,"March 6, 2019",Call Back - Admin. complaint recommended,"BUDDHA 12701 Mcgregor Blvd, Ft. Myers (Lee county), FL, 33919",Lee,lee
SANIBEL HARBOUR YACHT CLUB,"March 6, 2019",Warning Issued,"SANIBEL HARBOUR YACHT CLUB 15051 Punta Rassa Rd, Fort Myers (Lee county), FL, 33908",Lee,lee
TERIYAKI MADNESS,"March 5, 2019",Warning Issued,"TERIYAKI MADNESS 2209 Santa Barbara Blvd Unit 101, Cape Coral (Lee county), FL, 33991",Lee,lee
LEO'S FRENCH TOAST HOUSE LLC,"March 5, 2019",Administrative complaint recommended,"LEO'S FRENCH TOAST HOUSE LLC 19581 Palm Beach Blvd, Alva (Lee county), FL, 33920",Lee,lee
LAS BRISASS RESTAURANT MEXICANO,"March 5, 2019",Warning Issued,"LAS BRISASS RESTAURANT MEXICANO 136 Pondella Rd, North Fort Myers (Lee county), FL, 33903",Lee,lee
TACO BELL #24552,"March 5, 2019",Call Back - Admin. complaint recommended,"TACO BELL #24552 4860 Palm Beach Blvd, Fort Myers (Lee county), FL, 33905",Lee,lee
THE BACKYARD BEER GARDEN,"March 5, 2019",Warning Issued,"BACKYARD BEER GARDEN 1339 Cape Coral Pkwy E, Cape Coral (Lee county), FL, 33904",Lee,lee
TACO BELL #24559,"March 4, 2019",Warning Issued,"TACO BELL #24559 11290 Summerlin Square Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
BONITA BAY TRIANON HOTEL,"March 4, 2019",Administrative complaint recommended,"BONITA BAY TRIANON HOTEL 3401 Bay Commons Dr, Bonita Springs (Lee county), FL, 34134",Lee,lee
KEKE'S BREAKFAST CAFE,"March 4, 2019",Warning Issued,"KEKE'S BREAKFAST CAFE 1847 Ne Pine Island Rd Unit 610, Cape Coral (Lee county), FL, 33909",Lee,lee
WORLD OF BEER,"March 4, 2019",Warning Issued,"WORLD OF BEER 10041 University Dr Ste 170, Fort Myers (Lee county), FL, 33913",Lee,lee
LA CASITA,"March 4, 2019",Administrative complaint recommended,"LA CASITA 15185 Mcgregor Blvd, Fort Myers (Lee county), FL, 33908",Lee,lee
IL TESORO,"March 4, 2019",Call Back - Admin. complaint recommended,"IL TESORO 751 Tarpon Bay Road, Sanibel (Lee county), FL, 33957",Lee,lee
SUNSET BEACH TROPICAL GRILL,"March 4, 2019",Call Back - Admin. complaint recommended,"SUNSET BEACH TROPICAL GRILL 1028 Estero Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
WESTMINSTER GOLF CLUB,"March 3, 2019",Warning Issued,"WESTMINSTER GOLF CLUB 2199 Berkley Way, Lehigh Acres (Lee county), FL, 33973",Lee,lee
EMJAYS TAVERN & GRILL,"March 3, 2019",Warning Issued,"EMJAYS TAVERN & GRILL 700 Leeland Heights Blvd W , Lehigh Acres (Lee county), FL, 33936",Lee,lee
OLD 41 RESTAURANT,"March 3, 2019",Warning Issued,"OLD 41 RESTAURANT 25091 Bernwood Dr, Unit 1, Bonita Springs (Lee county), FL, 34135",Lee,lee
RAGGED ASS SALOON LLC,"March 1, 2019",Administrative complaint recommended,"RAGGED ASS SALOON LLC 3421 Stringfellow Rd, Saint James City (Lee county), FL, 33956",Lee,lee
LANSDOWNE STREET,"March 1, 2019",Warning Issued,"LANSDOWNE STREET 24851 S Tamiami Trl Ste 7, Bonita Springs (Lee county), FL, 34134",Lee,lee
THE ISLAND GRILL,"March 1, 2019",Warning Issued,"ISLAND GRILL 9856 Stringfellow Rd Ste B2-B3, Saint James City (Lee county), FL, 33956",Lee,lee
SUNSET BEACH TROPICAL GRILL,"March 1, 2019",Warning Issued,"SUNSET BEACH TROPICAL GRILL 1028 Estero Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
NINO'S THICK & THIN ITALIAN RESTAURANT,"March 1, 2019",Emergency order recommended,"NINO'S THICK & THIN ITALIAN RESTAURANT 18911 S Tamiami Trl #11, Fort Myers (Lee county), FL, 339084702",Lee,lee
WOODY'S BARBQ,"Feb. 28, 2019",Warning Issued,"WOODY'S BARBQ 5781 Lee Blvd Unit 201, Lehigh Acres (Lee county), FL, 33971",Lee,lee
HARBOURSIDE RESTAURANT,"Feb. 27, 2019",Warning Issued,"HARBOURSIDE RESTAURANT 5400 Plantation Road, Captiva (Lee county), FL, 33924",Lee,lee
MCDONALD'S  28543,"Feb. 27, 2019",Warning Issued,"MCDONALD'S 28543 2404 Santa Barbara Blvd, Cape Coral (Lee county), FL, 33914",Lee,lee
WASABI JAPANESE STEAKHOUSE,"Feb. 27, 2019",Warning Issued,"WASABI JAPANESE STEAKHOUSE 10801 Corkscrew Rd Unit 51, Estero (Lee county), FL, 33928",Lee,lee
SIR PIZZA,"Feb. 27, 2019",Warning Issued,"SIR PIZZA 13302 Palm Beach Blvd, Fort Myers (Lee county), FL, 33905",Lee,lee
DOMINOS 4945,"Feb. 27, 2019",Emergency order recommended,"DOMINOS 4945 13008 Palm Beach Blvd, Fort Myers (Lee county), FL, 33905",Lee,lee
EL TARASCO MEXICAN RESTAURANT,"Feb. 26, 2019",Call Back - Admin. complaint recommended,"EL TARASCO MEXICAN RESTAURANT 1320 Business Way, Lehigh Acres (Lee county), FL, 33936",Lee,lee
THE AMERICAN GRILLED CHEESE KITCHEN,"Feb. 26, 2019",Warning Issued,"AMERICAN GRILLED CHEESE KITCHEN 5611 Six Mile Commercial Ct Unit 3, Fort Myers (Lee county), FL, 33912",Lee,lee
DONANTHONY'S PIZZA,"Feb. 26, 2019",Call Back - Admin. complaint recommended,"DONANTHONY'S PIZZA 303 Ne 3 Ave #1, Cape Coral (Lee county), FL, 33909",Lee,lee
SUBWAY #32160,"Feb. 26, 2019",Call Back - Admin. complaint recommended,"SUBWAY #32160 5781 Lee Blvd Ste 205, Lehigh Acres (Lee county), FL, 33971",Lee,lee
CORK SOAKERS,"Feb. 26, 2019",Warning Issued,"CORK SOAKERS 837 Se 47 Ter, Cape Coral (Lee county), FL, 33904",Lee,lee
JILL'S JOINT,"Feb. 25, 2019",Emergency Order Callback Time Extension,"JILL'S JOINT 889 Ne 27th Lane #1, Cape Coral (Lee county), FL, 33909",Lee,lee
POTTS SPORTS CAFE,"Feb. 25, 2019",Warning Issued,"POTTS SPORTS CAFE 6900 Daniels Pkwy # 26, Ft Myers (Lee county), FL, 33912",Lee,lee
PAPA JOHNS #2556,"Feb. 25, 2019",Call Back - Admin. complaint recommended,"PAPA JOHNS #2556 1416 Lee Blvd (1416/18), Lehigh Acres (Lee county), FL, 33936",Lee,lee
JILL'S JOINT,"Feb. 25, 2019",Emergency order recommended,"JILL'S JOINT 889 Ne 27th Lane #1, Cape Coral (Lee county), FL, 33909",Lee,lee
NO 1 WOK,"Feb. 25, 2019",Warning Issued,"NO 1 WOK 15880 Summerlin Rd Ste 302, Fort Myers (Lee county), FL, 33908",Lee,lee
BAY HOUSE,"Feb. 25, 2019",Warning Issued,"BAY HOUSE 4600 West Bay Blvd, Estero (Lee county), FL, 33928",Lee,lee
FRIENDS PIZZA,"Feb. 24, 2019",Warning Issued,"FRIENDS PIZZA 5612 8th Street West, Lehigh Acres (Lee county), FL, 33971",Lee,lee
LA VALENTINA MEXICAN RESTAURANT,"Feb. 23, 2019",Warning Issued,"LA VALENTINA MEXICAN RESTAURANT 5781 Lee Blvd Ste 305, Lehigh Acres (Lee county), FL, 33971",Lee,lee
IL PRIMO PIZZA & WINGS,"Feb. 23, 2019",Warning Issued,"IL PRIMO PIZZA & WINGS 5781 Lee Blvd Ste #307, Lehigh Acres (Lee county), FL, 33971",Lee,lee
JETBLUE PARK SUITE KITCHEN,"Feb. 22, 2019",Warning Issued,"JETBLUE PARK SUITE KITCHEN 11500 Fenway South Dr, Fort Myers (Lee county), FL, 33913",Lee,lee
JETBLUE PARK MAJOR LEAGUE,"Feb. 22, 2019",Warning Issued,"JETBLUE PARK MAJOR LEAGUE 11500 Fenway South Dr, Fort Myers (Lee county), FL, 33913",Lee,lee
EMBASSY SUITES FORT MYERS ESTERO,"Feb. 21, 2019",Warning Issued,"EMBASSY SUITES FORT MYERS ESTERO 10450 Corkscrew Commons Dr, Estero (Lee county), FL, 33928",Lee,lee
LUCIANO'S PIZZA,"Feb. 21, 2019",Warning Issued,"LUCIANO'S PIZZA 728 Sw Pine Island Rd Unit 3, Cape Coral (Lee county), FL, 33991",Lee,lee
FAT KATZ SPORTS BISTRO,"Feb. 21, 2019",Warning Issued,"FAT KATZ SPORTS BISTRO 10080 Daniels Interstate Ct, Fort Myers (Lee county), FL, 33913",Lee,lee
ROCK'N SUSHI,"Feb. 21, 2019",Warning Issued,"ROCK'N SUSHI 11940 Fairway Lakes Dr, Fort Myers (Lee county), FL, 33913",Lee,lee
BOKAMPER'S SPORTS BAR & GRILL,"Feb. 21, 2019",Warning Issued,"BOKAMPER'S SPORTS BAR & GRILL 8001 Plaza Del Lago Drive Suite 113, Estero (Lee county), FL, 33928",Lee,lee
GULF SEAFOOD,"Feb. 21, 2019",Administrative complaint recommended,"GULF SEAFOOD 16980 Mcgregor Blvd, Fort Myers (Lee county), FL, 33908",Lee,lee
THE CLUB AT GATEWAY,"Feb. 21, 2019",Warning Issued,"CLUB AT GATEWAY 12091 Gateway Greens Dr, Fort Myers (Lee county), FL, 33913",Lee,lee
PARADISE SMOOTHIE,"Feb. 21, 2019",Warning Issued,"PARADISE SMOOTHIE 10021 Gulf Center Dr Ste G200, Fort Myers (Lee county), FL, 33913",Lee,lee
DUNKIN DONUTS,"Feb. 21, 2019",Warning Issued,"DUNKIN DONUTS 3336 Del Prado Blvd, Cape Coral (Lee county), FL, 33904",Lee,lee
TROPICAL POINT CAFE,"Feb. 20, 2019",Call Back - Admin. complaint recommended,"TROPICAL POINT CAFE 3237 Fowler St, Fort Myers (Lee county), FL, 33901",Lee,lee
EL TARASCO MEXICAN RESTAURANT,"Feb. 20, 2019",Warning Issued,"EL TARASCO MEXICAN RESTAURANT 1320 Business Way, Lehigh Acres (Lee county), FL, 33936",Lee,lee
DONANTHONY'S PIZZA,"Feb. 20, 2019",Administrative complaint recommended,"DONANTHONY'S PIZZA 303 Ne 3 Ave #1, Cape Coral (Lee county), FL, 33909",Lee,lee
DIVIETO RISTORANTE ESTERO,"Feb. 20, 2019",Warning Issued,"DIVIETO RISTORANTE ESTERO 23161 Village Shops Way, Ste 101, Estero (Lee county), FL, 33928",Lee,lee
LIKI TIKI BBQ,"Feb. 20, 2019",Call Back - Admin. complaint recommended,"LIKI TIKI BBQ 1821 Estero Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
PERKINS,"Feb. 20, 2019",Warning Issued,"PERKINS 20320 Grande Oak Shoppes Boulevard, Estero (Lee county), FL, 33928",Lee,lee
YO! TACO,"Feb. 20, 2019",Call Back - Admin. complaint recommended,"YO! TACO 1375 Estero Blvd, Fort Myers Beach (Lee county), FL, 33931",Lee,lee
DAIRY QUEEN,"Feb. 20, 2019",Warning Issued,"DAIRY QUEEN 3251 Colonial Blvd, Fort Myers (Lee county), FL, 33966",Lee,lee
AMORE BRICK OVEN PIZZA,"Feb. 20, 2019",Administrative complaint recommended,"AMORE BRICK OVEN PIZZA 23111 Fashion Dr #109, Estero (Lee county), FL, 33928",Lee,lee
MORELIA GOURMET HANDCRAFTED POPS,"Feb. 19, 2019",Warning Issued,"MORELIA GOURMET HANDCRAFTED POPS 4125 Cleveland Ave Space K133, Fort Myers (Lee county), FL, 33901",Lee,lee
ROSATI'S PIZZA PUB FORT MYERS,"Feb. 19, 2019",Warning Issued,"ROSATI'S PIZZA PUB FORT MYERS 15245 Tamiami Trail #1 & #2, Fort Myers (Lee county), FL, 33908",Lee,lee
MR BIG ONE,"Feb. 19, 2019",Warning Issued,"MR BIG ONE 1119 Cape Coral Pkwy East, Cape Coral (Lee county), FL, 33904",Lee,lee
HEAVENLY PIZZA,"Feb. 19, 2019",Warning Issued,"HEAVENLY PIZZA 15201 N Cleveland Ave 110, North Fort Myers (Lee county), FL, 33903-2714",Lee,lee
BROOKE'S RESTAURANT,"Feb. 19, 2019",Warning Issued,"BROOKE'S RESTAURANT 4450 Hancock Bridge Pkwy, North Fort Myers (Lee county), FL, 33903",Lee,lee
2ND HELPIN CATERING,"May 10, 2019",Warning Issued,"2ND HELPIN CATERING 1415 Timberlane Rd, Tallahassee (Leon county), FL, 32312",Leon,leon
AMC THEATRES TALLAHASSEE MALL 20,"March 16, 2019",Warning Issued,"AMC THEATRES TALLAHASSEE MALL 20 2415 N Monroe St, Tallahassee (Leon county), FL, 32303",Leon,leon
LOS COMPADRES MEXICAN RESTAURANT,"March 15, 2019",Warning Issued,"LOS COMPADRES MEXICAN RESTAURANT 2102 W Pensacola St, Tallahassee (Leon county), FL, 32304",Leon,leon
LEON PUB INC (THE),"March 15, 2019",Warning Issued,"LEON PUB INC (THE) 215 E 6 Ave, Tallahassee (Leon county), FL, 323036207",Leon,leon
BEEF O' BRADY'S,"March 15, 2019",Emergency Order Callback Time Extension,"BEEF O' BRADY'S 1800 Thomasville Rd, Tallahassee (Leon county), FL, 32303",Leon,leon
926 BAR AND GRILL,"March 15, 2019",Warning Issued,"926 BAR AND GRILL 926 W Tharpe St #4-7, Tallahassee (Leon county), FL, 32303",Leon,leon
JIMMY JOHN'S #171,"March 15, 2019",Warning Issued,"JIMMY JOHN'S #171 1890 Thomasville Rd, Tallahassee (Leon county), FL, 32303",Leon,leon
LINDYS CHICKEN @LAKE JACKSON,"March 14, 2019",Emergency order recommended,"LINDYS CHICKEN @LAKE JACKSON 3813 N Monroe StSuite 1, Tallahassee (Leon county), FL, 32303",Leon,leon
SMASHBURGER,"March 13, 2019",Call Back - Admin. complaint recommended,"SMASHBURGER 222 S Magnolia Dr, Tallahassee (Leon county), FL, 32301",Leon,leon
BEEF O' BRADY'S,"March 13, 2019",Emergency order recommended,"BEEF O' BRADY'S 1800 Thomasville Rd, Tallahassee (Leon county), FL, 32303",Leon,leon
LINDYS CHICKEN @LAKE JACKSON,"March 13, 2019",Administrative complaint recommended,"LINDYS CHICKEN @LAKE JACKSON 3813 N Monroe StSuite 1, Tallahassee (Leon county), FL, 32303",Leon,leon
THE MELTING POT OF TALLAHASSEE,"March 12, 2019",Warning Issued,"MELTING POT OF TALLAHASSEE 2727 N Monroe St, Tallahassee (Leon county), FL, 32303",Leon,leon
PEPPER'S MEXICAN GRILL AND CANTINA,"March 12, 2019",Warning Issued,"PEPPER'S MEXICAN GRILL AND CANTINA 1140 Capital Circle Se Unit 15, Tallahassee (Leon county), FL, 32301",Leon,leon
RED SNAPPER SEAFOOD & MORE,"March 12, 2019",Warning Issued,"RED SNAPPER SEAFOOD & MORE 5023 Crawfordville Rd #5, Tallahassee (Leon county), FL, 32305",Leon,leon
BURGERFI,"March 11, 2019",Warning Issued,"BURGERFI 1817 Thomasville Rd #710, Tallahassee (Leon county), FL, 32303",Leon,leon
LA TIENDITA RESTAURANT LLC,"March 11, 2019",Warning Issued,"LA TIENDITA RESTAURANT LLC 1840 N Monroe St, Tallahassee (Leon county), FL, 32303",Leon,leon
NUBERRI FROZEN YOGURT,"March 11, 2019",Warning Issued,"NUBERRI FROZEN YOGURT 2910 Kerry Forest Pkwy, Tallahassee (Leon county), FL, 32309",Leon,leon
SMASHBURGER,"March 11, 2019",Administrative complaint recommended,"SMASHBURGER 222 S Magnolia Dr, Tallahassee (Leon county), FL, 32301",Leon,leon
WILD CAJUN SEAFOOD & OYSTERS BAR,"March 8, 2019",Warning Issued,"WILD CAJUN SEAFOOD & OYSTERS BAR 1225 N Monroe St, Tallahassee (Leon county), FL, 32303",Leon,leon
PERSIS INDIAN GRILL,"March 8, 2019",Warning Issued,"PERSIS INDIAN GRILL 3111 Mahan Dr #26, Tallahassee (Leon county), FL, 32308",Leon,leon
BAMBOO HOUSE RESTAURANT,"March 7, 2019",Administrative complaint recommended,"BAMBOO HOUSE RESTAURANT 112 E Sixth Ave, Tallahassee (Leon county), FL, 32303",Leon,leon
BRASS TAP,"March 7, 2019",Warning Issued,"BRASS TAP 1321 Thomas Ville Rd, Tallahassee (Leon county), FL, 32303",Leon,leon
